{'round': 0, 'grad_norm_head': 0.3135910860123162, 'grad_norm_feat': 0.5249748094958646}
{'round': 1, 'grad_norm_head': 0.10648185348557063, 'grad_norm_feat': 0.19474072646470825}
{'round': 2, 'grad_norm_head': 0.04206131919188353, 'grad_norm_feat': 0.07741407050909042}
{'round': 3, 'grad_norm_head': 0.01978316036048596, 'grad_norm_feat': 0.03570000127007159}
{'round': 4, 'grad_norm_head': 0.013033655822872, 'grad_norm_feat': 0.02150910897867609}
{'round': 5, 'grad_norm_head': 0.011100579520638636, 'grad_norm_feat': 0.016698431992613803}
{'round': 6, 'grad_norm_head': 0.010490151353317169, 'grad_norm_feat': 0.01500795039271204}
{'round': 7, 'grad_norm_head': 0.010261040220066625, 'grad_norm_feat': 0.014464077220856585}
{'round': 8, 'grad_norm_head': 0.010144912079925057, 'grad_norm_feat': 0.014319180678261084}
{'round': 9, 'grad_norm_head': 0.010063428259413155, 'grad_norm_feat': 0.014272877657928087}
{'round': 10, 'grad_norm_head': 0.009952262392019687, 'grad_norm_feat': 0.01418200807916794}
{'round': 11, 'grad_norm_head': 0.009848052108984704, 'grad_norm_feat': 0.014054358737185994}
{'round': 12, 'grad_norm_head': 0.009739834358412847, 'grad_norm_feat': 0.013900610815297589}
{'round': 13, 'grad_norm_head': 0.009639701902785389, 'grad_norm_feat': 0.013807770451717185}
{'round': 14, 'grad_norm_head': 0.009533021289393224, 'grad_norm_feat': 0.013718759311714146}
{'round': 15, 'grad_norm_head': 0.00941980136293262, 'grad_norm_feat': 0.013625525313685542}
{'round': 16, 'grad_norm_head': 0.009301061495721723, 'grad_norm_feat': 0.01368362597601246}
{'round': 17, 'grad_norm_head': 0.009181045215041773, 'grad_norm_feat': 0.013611909454305016}
{'round': 18, 'grad_norm_head': 0.00905684353371432, 'grad_norm_feat': 0.013489752535270167}
{'round': 19, 'grad_norm_head': 0.008929227881969353, 'grad_norm_feat': 0.013302343292623807}
{'round': 20, 'grad_norm_head': 0.008795065458583844, 'grad_norm_feat': 0.013163161344044607}
{'round': 21, 'grad_norm_head': 0.008651442920490141, 'grad_norm_feat': 0.013030890587569002}
{'round': 22, 'grad_norm_head': 0.00850247268152503, 'grad_norm_feat': 0.012904357100115577}
{'round': 23, 'grad_norm_head': 0.008341660052486034, 'grad_norm_feat': 0.012711557634160545}
{'round': 24, 'grad_norm_head': 0.008172300053212673, 'grad_norm_feat': 0.01250575023592014}
{'round': 25, 'grad_norm_head': 0.007989676429024645, 'grad_norm_feat': 0.012384884198135505}
{'round': 26, 'grad_norm_head': 0.007792117020187833, 'grad_norm_feat': 0.012196912193234748}
{'round': 27, 'grad_norm_head': 0.007582135790264839, 'grad_norm_feat': 0.011974012738786672}
{'round': 28, 'grad_norm_head': 0.0073609532775997565, 'grad_norm_feat': 0.011766325005692996}
{'round': 29, 'grad_norm_head': 0.00713109125319768, 'grad_norm_feat': 0.011543707819943145}
{'round': 30, 'grad_norm_head': 0.006894684464453257, 'grad_norm_feat': 0.011278668062484407}
{'round': 31, 'grad_norm_head': 0.006656787680855961, 'grad_norm_feat': 0.011002647523054724}
{'round': 32, 'grad_norm_head': 0.006408430683710003, 'grad_norm_feat': 0.010724404474626572}
{'round': 33, 'grad_norm_head': 0.0061640474340100984, 'grad_norm_feat': 0.01042792049495467}
{'round': 34, 'grad_norm_head': 0.0059225064772795155, 'grad_norm_feat': 0.010129058958075284}
{'round': 35, 'grad_norm_head': 0.005687578172427135, 'grad_norm_feat': 0.009830420711087437}
{'round': 36, 'grad_norm_head': 0.005463470785248303, 'grad_norm_feat': 0.009529891574411092}
{'round': 37, 'grad_norm_head': 0.005246302105812412, 'grad_norm_feat': 0.009237465817722744}
{'round': 38, 'grad_norm_head': 0.005036590374013226, 'grad_norm_feat': 0.00894561022610837}
{'round': 39, 'grad_norm_head': 0.004831033926295256, 'grad_norm_feat': 0.008667978809324064}
{'round': 40, 'grad_norm_head': 0.004639972006448627, 'grad_norm_feat': 0.008398555710415465}
{'round': 41, 'grad_norm_head': 0.004454814214842803, 'grad_norm_feat': 0.008197074922883364}
{'round': 42, 'grad_norm_head': 0.0042854709324804405, 'grad_norm_feat': 0.007910669546631712}
{'round': 43, 'grad_norm_head': 0.004121095508417412, 'grad_norm_feat': 0.00772428994367309}
{'round': 44, 'grad_norm_head': 0.003967490796905219, 'grad_norm_feat': 0.0074996769016747395}
{'round': 45, 'grad_norm_head': 0.003822212792677554, 'grad_norm_feat': 0.007242727394324161}
{'round': 46, 'grad_norm_head': 0.003680316398883752, 'grad_norm_feat': 0.007008575376992316}
