{'round': 0, 'grad_norm_head': 0.6520494214940851, 'grad_norm_feat': 1.1036436087579733}
{'round': 1, 'grad_norm_head': 0.3563305577425389, 'grad_norm_feat': 0.8794002820691964}
{'round': 2, 'grad_norm_head': 0.21928973429088083, 'grad_norm_feat': 0.6555330205531589}
{'round': 3, 'grad_norm_head': 0.1525134812225884, 'grad_norm_feat': 0.5068974578340071}
{'round': 4, 'grad_norm_head': 0.11538189127699248, 'grad_norm_feat': 0.414817628281246}
{'round': 5, 'grad_norm_head': 0.09271163797708336, 'grad_norm_feat': 0.35736074785588867}
{'round': 6, 'grad_norm_head': 0.07869166852849899, 'grad_norm_feat': 0.32008253198619574}
{'round': 7, 'grad_norm_head': 0.06912602145234002, 'grad_norm_feat': 0.2922043134151886}
{'round': 8, 'grad_norm_head': 0.06193088517904347, 'grad_norm_feat': 0.26925500417440956}
{'round': 9, 'grad_norm_head': 0.056593214277986234, 'grad_norm_feat': 0.24989161533446155}
{'round': 10, 'grad_norm_head': 0.0524260628920906, 'grad_norm_feat': 0.2339790431030333}
{'round': 11, 'grad_norm_head': 0.04908802444395262, 'grad_norm_feat': 0.22186807127027922}
{'round': 12, 'grad_norm_head': 0.046161176685070526, 'grad_norm_feat': 0.21120398580088093}
{'round': 13, 'grad_norm_head': 0.04365240737505953, 'grad_norm_feat': 0.2020438550146097}
{'round': 14, 'grad_norm_head': 0.04149963111140995, 'grad_norm_feat': 0.19365845018022693}
{'round': 15, 'grad_norm_head': 0.039662881629894585, 'grad_norm_feat': 0.18734178444310923}
{'round': 16, 'grad_norm_head': 0.038169174785176486, 'grad_norm_feat': 0.18122030388505936}
{'round': 17, 'grad_norm_head': 0.03673734781095757, 'grad_norm_feat': 0.17519526767539015}
{'round': 18, 'grad_norm_head': 0.03558247707037612, 'grad_norm_feat': 0.17045984023440447}
{'round': 19, 'grad_norm_head': 0.03440375138974812, 'grad_norm_feat': 0.16548161003633646}
{'round': 20, 'grad_norm_head': 0.033306203633749344, 'grad_norm_feat': 0.16153085911396325}
{'round': 21, 'grad_norm_head': 0.032375500735567456, 'grad_norm_feat': 0.1571238427708993}
{'round': 22, 'grad_norm_head': 0.03145275114588871, 'grad_norm_feat': 0.1535906276557452}
{'round': 23, 'grad_norm_head': 0.030603831648678755, 'grad_norm_feat': 0.150905564577147}
{'round': 24, 'grad_norm_head': 0.029869692616727606, 'grad_norm_feat': 0.14850174779823086}
{'round': 25, 'grad_norm_head': 0.029041160771691152, 'grad_norm_feat': 0.14553939928579177}
{'round': 26, 'grad_norm_head': 0.028451322350104502, 'grad_norm_feat': 0.14418928322551752}
{'round': 27, 'grad_norm_head': 0.027779341765142268, 'grad_norm_feat': 0.14194633894861577}
{'round': 28, 'grad_norm_head': 0.027096778099256792, 'grad_norm_feat': 0.1394261825995436}
{'round': 29, 'grad_norm_head': 0.026510830937139976, 'grad_norm_feat': 0.1375702391995404}
{'round': 30, 'grad_norm_head': 0.025928514707057104, 'grad_norm_feat': 0.13561131085319791}
{'round': 31, 'grad_norm_head': 0.025367089385284418, 'grad_norm_feat': 0.1335069262625497}
{'round': 32, 'grad_norm_head': 0.024892624531871042, 'grad_norm_feat': 0.13192187614255108}
{'round': 33, 'grad_norm_head': 0.02439405455850209, 'grad_norm_feat': 0.1301482131560171}
{'round': 34, 'grad_norm_head': 0.023893837930997277, 'grad_norm_feat': 0.128518945530525}
{'round': 35, 'grad_norm_head': 0.02341127252905196, 'grad_norm_feat': 0.12671181060555595}
{'round': 36, 'grad_norm_head': 0.022927626273615807, 'grad_norm_feat': 0.1253851151923397}
{'round': 37, 'grad_norm_head': 0.022456762019986403, 'grad_norm_feat': 0.12369194104852625}
{'round': 38, 'grad_norm_head': 0.021993799318463493, 'grad_norm_feat': 0.12247088803545568}
{'round': 39, 'grad_norm_head': 0.02161583797689994, 'grad_norm_feat': 0.12132737568574611}
{'round': 40, 'grad_norm_head': 0.02119207360198223, 'grad_norm_feat': 0.11944068557574378}
{'round': 41, 'grad_norm_head': 0.020826338875123602, 'grad_norm_feat': 0.11853584863785921}
{'round': 42, 'grad_norm_head': 0.020458234913813923, 'grad_norm_feat': 0.11728950873119018}
{'round': 43, 'grad_norm_head': 0.02012153070915071, 'grad_norm_feat': 0.11578493636543061}
{'round': 44, 'grad_norm_head': 0.01975615628400079, 'grad_norm_feat': 0.11473924345418227}
{'round': 45, 'grad_norm_head': 0.01946695585983839, 'grad_norm_feat': 0.11313304588849042}
{'round': 46, 'grad_norm_head': 0.019147063671145284, 'grad_norm_feat': 0.11233670554011865}
{'round': 47, 'grad_norm_head': 0.018846995209311292, 'grad_norm_feat': 0.11146970923818622}
{'round': 48, 'grad_norm_head': 0.018557132217340875, 'grad_norm_feat': 0.11051863096425171}
{'round': 49, 'grad_norm_head': 0.018299080394772044, 'grad_norm_feat': 0.10947558154027247}
{'round': 50, 'grad_norm_head': 0.01803263078750982, 'grad_norm_feat': 0.10804114496706449}
{'round': 51, 'grad_norm_head': 0.017794224120611962, 'grad_norm_feat': 0.1072421432672431}
{'round': 52, 'grad_norm_head': 0.017543498096008872, 'grad_norm_feat': 0.1067384399145395}
{'round': 53, 'grad_norm_head': 0.017354361289140828, 'grad_norm_feat': 0.10557734111862291}
{'round': 54, 'grad_norm_head': 0.01713250744155836, 'grad_norm_feat': 0.10535524832312596}
{'round': 55, 'grad_norm_head': 0.016953350491869527, 'grad_norm_feat': 0.10432138423288524}
{'round': 56, 'grad_norm_head': 0.016763988780027706, 'grad_norm_feat': 0.10302988237438639}
{'round': 57, 'grad_norm_head': 0.01654839167774814, 'grad_norm_feat': 0.10227771934801246}
{'round': 58, 'grad_norm_head': 0.016378454903330245, 'grad_norm_feat': 0.10138238542238728}
{'round': 59, 'grad_norm_head': 0.016197825034744078, 'grad_norm_feat': 0.10052148962051526}
{'round': 60, 'grad_norm_head': 0.016027479258041967, 'grad_norm_feat': 0.09959424469610859}
{'round': 61, 'grad_norm_head': 0.015829380318295994, 'grad_norm_feat': 0.09882851299023758}
{'round': 62, 'grad_norm_head': 0.01569453412197421, 'grad_norm_feat': 0.09816711328155056}
{'round': 63, 'grad_norm_head': 0.015518122100920675, 'grad_norm_feat': 0.09726915736660244}
{'round': 64, 'grad_norm_head': 0.015374179886815185, 'grad_norm_feat': 0.09621078125946841}
{'round': 65, 'grad_norm_head': 0.015173022021076224, 'grad_norm_feat': 0.09541715458487914}
{'round': 66, 'grad_norm_head': 0.015050972471586767, 'grad_norm_feat': 0.09419041434954514}
{'round': 67, 'grad_norm_head': 0.014873468746264776, 'grad_norm_feat': 0.09364834887481328}
{'round': 68, 'grad_norm_head': 0.014769189074695974, 'grad_norm_feat': 0.09257796536425239}
{'round': 69, 'grad_norm_head': 0.014568902611919425, 'grad_norm_feat': 0.09182599247768178}
{'round': 70, 'grad_norm_head': 0.014433181649759624, 'grad_norm_feat': 0.09106352486894448}
{'round': 71, 'grad_norm_head': 0.014288890568205728, 'grad_norm_feat': 0.08986729458872109}
{'round': 72, 'grad_norm_head': 0.014111265941479148, 'grad_norm_feat': 0.08889309343120651}
{'round': 73, 'grad_norm_head': 0.013954429783249532, 'grad_norm_feat': 0.08815526441144271}
{'round': 74, 'grad_norm_head': 0.013769423015527625, 'grad_norm_feat': 0.08702486497570469}
{'round': 75, 'grad_norm_head': 0.013648027575504797, 'grad_norm_feat': 0.0862792056518893}
{'round': 76, 'grad_norm_head': 0.013445654559672214, 'grad_norm_feat': 0.08513032663128112}
