{'round': 0, 'grad_norm_head': 0.3618021046639984, 'grad_norm_feat': 0.5468995375014686}
{'round': 1, 'grad_norm_head': 0.1064045400260423, 'grad_norm_feat': 0.19175532327609418}
{'round': 2, 'grad_norm_head': 0.039000612659728456, 'grad_norm_feat': 0.07018475236501767}
{'round': 3, 'grad_norm_head': 0.017041264888238393, 'grad_norm_feat': 0.030791782109689275}
{'round': 4, 'grad_norm_head': 0.00995545438087699, 'grad_norm_feat': 0.018140117303941144}
{'round': 5, 'grad_norm_head': 0.0072971530832195135, 'grad_norm_feat': 0.013407306101296571}
{'round': 6, 'grad_norm_head': 0.0060742435144578435, 'grad_norm_feat': 0.011254194172358204}
{'round': 7, 'grad_norm_head': 0.005434382433565186, 'grad_norm_feat': 0.010146752346547744}
{'round': 8, 'grad_norm_head': 0.0050075864170351725, 'grad_norm_feat': 0.0094181358648715}
{'round': 9, 'grad_norm_head': 0.004682857170193606, 'grad_norm_feat': 0.008867459769927378}
{'round': 10, 'grad_norm_head': 0.004379249792196614, 'grad_norm_feat': 0.00834514082219101}
{'round': 11, 'grad_norm_head': 0.004115096249215679, 'grad_norm_feat': 0.007887115522325785}
{'round': 12, 'grad_norm_head': 0.003877483619667324, 'grad_norm_feat': 0.007471519315337214}
{'round': 13, 'grad_norm_head': 0.003656344334733828, 'grad_norm_feat': 0.00708289471793696}
{'round': 14, 'grad_norm_head': 0.003448691959126032, 'grad_norm_feat': 0.00671536130815412}
{'round': 15, 'grad_norm_head': 0.003245203646291703, 'grad_norm_feat': 0.006350704276284486}
{'round': 16, 'grad_norm_head': 0.003057705253322433, 'grad_norm_feat': 0.006012396498516945}
{'round': 17, 'grad_norm_head': 0.002886164759224016, 'grad_norm_feat': 0.005701360795809963}
{'round': 18, 'grad_norm_head': 0.002722768909461805, 'grad_norm_feat': 0.0053998808962377985}
{'round': 19, 'grad_norm_head': 0.0025647404135850553, 'grad_norm_feat': 0.005103470289454506}
{'round': 20, 'grad_norm_head': 0.002413272756988484, 'grad_norm_feat': 0.004817683345253843}
{'round': 21, 'grad_norm_head': 0.0022631934793766986, 'grad_norm_feat': 0.004531955024721048}
