{'round': 0, 'grad_norm_head': 0.3099632993029837, 'grad_norm_feat': 0.47729499771880257}
{'round': 1, 'grad_norm_head': 0.1289868484362428, 'grad_norm_feat': 0.21134844179271325}
{'round': 2, 'grad_norm_head': 0.0991887676444577, 'grad_norm_feat': 0.1677094327595725}
{'round': 3, 'grad_norm_head': 0.10073310805783207, 'grad_norm_feat': 0.16753052970056845}
{'round': 4, 'grad_norm_head': 0.09590033532384469, 'grad_norm_feat': 0.15967051497028004}
{'round': 5, 'grad_norm_head': 0.08756548613067398, 'grad_norm_feat': 0.1487270585345734}
{'round': 6, 'grad_norm_head': 0.07955147109798312, 'grad_norm_feat': 0.14031225358361768}
{'round': 7, 'grad_norm_head': 0.07250543753668577, 'grad_norm_feat': 0.13433055727696036}
{'round': 8, 'grad_norm_head': 0.06639520706656164, 'grad_norm_feat': 0.1297525608078756}
{'round': 9, 'grad_norm_head': 0.06115896601214461, 'grad_norm_feat': 0.12556562820550893}
{'round': 10, 'grad_norm_head': 0.05656924400473311, 'grad_norm_feat': 0.12236210266404102}
{'round': 11, 'grad_norm_head': 0.05245200195244521, 'grad_norm_feat': 0.1188985233095205}
{'round': 12, 'grad_norm_head': 0.048831989064083973, 'grad_norm_feat': 0.1159143198935619}
{'round': 13, 'grad_norm_head': 0.045551548508304944, 'grad_norm_feat': 0.11281034518839156}
{'round': 14, 'grad_norm_head': 0.04262545217015421, 'grad_norm_feat': 0.10939665621056999}
{'round': 15, 'grad_norm_head': 0.04001682153325276, 'grad_norm_feat': 0.10686940719864692}
{'round': 16, 'grad_norm_head': 0.03769955479421959, 'grad_norm_feat': 0.10414011203088178}
{'round': 17, 'grad_norm_head': 0.03565339070035445, 'grad_norm_feat': 0.1014554358755086}
{'round': 18, 'grad_norm_head': 0.033807844323958544, 'grad_norm_feat': 0.0988565633382644}
{'round': 19, 'grad_norm_head': 0.032138896945465505, 'grad_norm_feat': 0.096388485013486}
{'round': 20, 'grad_norm_head': 0.030675023883530363, 'grad_norm_feat': 0.09418652619922019}
{'round': 21, 'grad_norm_head': 0.029372916625026373, 'grad_norm_feat': 0.0920078044609287}
{'round': 22, 'grad_norm_head': 0.028184082567906343, 'grad_norm_feat': 0.08980657473154055}
{'round': 23, 'grad_norm_head': 0.027092110081461108, 'grad_norm_feat': 0.08778922599675743}
{'round': 24, 'grad_norm_head': 0.02607391922421357, 'grad_norm_feat': 0.08587078689641105}
{'round': 25, 'grad_norm_head': 0.025158163958618498, 'grad_norm_feat': 0.08395716945589665}
{'round': 26, 'grad_norm_head': 0.024285728858816778, 'grad_norm_feat': 0.08188540516300824}
{'round': 27, 'grad_norm_head': 0.023467249062637942, 'grad_norm_feat': 0.08000222963706928}
{'round': 28, 'grad_norm_head': 0.022720123257742694, 'grad_norm_feat': 0.07827670784632747}
{'round': 29, 'grad_norm_head': 0.02200840907824364, 'grad_norm_feat': 0.07646352784432436}
{'round': 30, 'grad_norm_head': 0.021339393368972306, 'grad_norm_feat': 0.07469443974716962}
{'round': 31, 'grad_norm_head': 0.0206998719205212, 'grad_norm_feat': 0.07332506626007095}
