{'round': 0, 'grad_norm_head': 0.2802824653198863, 'grad_norm_feat': 0.4612359341197502}
{'round': 1, 'grad_norm_head': 0.2090519730239971, 'grad_norm_feat': 0.37750877046488046}
{'round': 2, 'grad_norm_head': 0.18500837195404465, 'grad_norm_feat': 0.34207191439955065}
{'round': 3, 'grad_norm_head': 0.1517721156238513, 'grad_norm_feat': 0.2795667251636256}
{'round': 4, 'grad_norm_head': 0.1227540369490886, 'grad_norm_feat': 0.22374872398389412}
{'round': 5, 'grad_norm_head': 0.09879459100757983, 'grad_norm_feat': 0.18171009837286295}
{'round': 6, 'grad_norm_head': 0.08040290458922109, 'grad_norm_feat': 0.15162167894595197}
{'round': 7, 'grad_norm_head': 0.06688334454220536, 'grad_norm_feat': 0.12999650444099714}
{'round': 8, 'grad_norm_head': 0.056988352652869396, 'grad_norm_feat': 0.11420662200902551}
{'round': 9, 'grad_norm_head': 0.04962570617277105, 'grad_norm_feat': 0.10265591904357695}
{'round': 10, 'grad_norm_head': 0.04407086715144478, 'grad_norm_feat': 0.09375761604652821}
{'round': 11, 'grad_norm_head': 0.03976520637125006, 'grad_norm_feat': 0.08706171982541935}
{'round': 12, 'grad_norm_head': 0.03637223807408967, 'grad_norm_feat': 0.08179569333010263}
{'round': 13, 'grad_norm_head': 0.033621331949674566, 'grad_norm_feat': 0.07742528549857196}
{'round': 14, 'grad_norm_head': 0.03133446988369369, 'grad_norm_feat': 0.0742836279665845}
{'round': 15, 'grad_norm_head': 0.029428150862325447, 'grad_norm_feat': 0.07118188250688783}
{'round': 16, 'grad_norm_head': 0.027816367894592693, 'grad_norm_feat': 0.06884887614372935}
{'round': 17, 'grad_norm_head': 0.02642889658557499, 'grad_norm_feat': 0.06690784766463663}
{'round': 18, 'grad_norm_head': 0.025266282266312227, 'grad_norm_feat': 0.06478148959621406}
{'round': 19, 'grad_norm_head': 0.024231189932654114, 'grad_norm_feat': 0.06312635245621039}
{'round': 20, 'grad_norm_head': 0.023311091547351784, 'grad_norm_feat': 0.06172350404362182}
{'round': 21, 'grad_norm_head': 0.022483688007100638, 'grad_norm_feat': 0.06031873450824794}
{'round': 22, 'grad_norm_head': 0.021742461120780668, 'grad_norm_feat': 0.05909890656372527}
{'round': 23, 'grad_norm_head': 0.02107113719911463, 'grad_norm_feat': 0.05796057541156946}
{'round': 24, 'grad_norm_head': 0.020455433955160283, 'grad_norm_feat': 0.05691123435256274}
{'round': 25, 'grad_norm_head': 0.019907546010167223, 'grad_norm_feat': 0.056230886391591635}
{'round': 26, 'grad_norm_head': 0.019397837884801837, 'grad_norm_feat': 0.05543793366226255}
{'round': 27, 'grad_norm_head': 0.018913387517332507, 'grad_norm_feat': 0.054685799392181066}
{'round': 28, 'grad_norm_head': 0.01845420323655074, 'grad_norm_feat': 0.053749121034332326}
{'round': 29, 'grad_norm_head': 0.01801966786393864, 'grad_norm_feat': 0.052873434539020284}
{'round': 30, 'grad_norm_head': 0.0176116512807701, 'grad_norm_feat': 0.05203449945722294}
{'round': 31, 'grad_norm_head': 0.017231188727434503, 'grad_norm_feat': 0.051373772356751446}
{'round': 32, 'grad_norm_head': 0.016868228691061592, 'grad_norm_feat': 0.05055735602010079}
{'round': 33, 'grad_norm_head': 0.016518006980837437, 'grad_norm_feat': 0.04981591776269482}
{'round': 34, 'grad_norm_head': 0.016194836993127577, 'grad_norm_feat': 0.04907098728312832}
{'round': 35, 'grad_norm_head': 0.01587887423186331, 'grad_norm_feat': 0.04856414145998823}
{'round': 36, 'grad_norm_head': 0.015582335286701878, 'grad_norm_feat': 0.04788620049654158}
{'round': 37, 'grad_norm_head': 0.015292995787162334, 'grad_norm_feat': 0.04731263329882573}
{'round': 38, 'grad_norm_head': 0.015021003256821229, 'grad_norm_feat': 0.04663056176595255}
{'round': 39, 'grad_norm_head': 0.014756930188013108, 'grad_norm_feat': 0.04611478877826385}
{'round': 40, 'grad_norm_head': 0.014488847835127697, 'grad_norm_feat': 0.04545994059466696}
{'round': 41, 'grad_norm_head': 0.01424006003372995, 'grad_norm_feat': 0.045295705165145875}
{'round': 42, 'grad_norm_head': 0.013998691665937311, 'grad_norm_feat': 0.04481407051765482}
{'round': 43, 'grad_norm_head': 0.013758283952441195, 'grad_norm_feat': 0.0444520991962548}
{'round': 44, 'grad_norm_head': 0.013536706300572483, 'grad_norm_feat': 0.04406026093960037}
{'round': 45, 'grad_norm_head': 0.013315361923390407, 'grad_norm_feat': 0.04366615496828321}
{'round': 46, 'grad_norm_head': 0.013099018698914852, 'grad_norm_feat': 0.04316658626259989}
{'round': 47, 'grad_norm_head': 0.012891268601760885, 'grad_norm_feat': 0.04292003513407478}
{'round': 48, 'grad_norm_head': 0.012686687722131102, 'grad_norm_feat': 0.042349519865148934}
{'round': 49, 'grad_norm_head': 0.012488315053468257, 'grad_norm_feat': 0.04174381470140704}
{'round': 50, 'grad_norm_head': 0.012293260724381794, 'grad_norm_feat': 0.04126618038522583}
{'round': 51, 'grad_norm_head': 0.012086644383637568, 'grad_norm_feat': 0.04074384936288102}
{'round': 52, 'grad_norm_head': 0.011888496744440502, 'grad_norm_feat': 0.040235018550674594}
{'round': 53, 'grad_norm_head': 0.011697257424316505, 'grad_norm_feat': 0.03979424786844846}
{'round': 54, 'grad_norm_head': 0.011511965569456224, 'grad_norm_feat': 0.03938943837547539}
{'round': 55, 'grad_norm_head': 0.011320610605733786, 'grad_norm_feat': 0.038882366058926594}
{'round': 56, 'grad_norm_head': 0.01113999538694535, 'grad_norm_feat': 0.03837689979045943}
{'round': 57, 'grad_norm_head': 0.010963452524483561, 'grad_norm_feat': 0.03805024978313202}
{'round': 58, 'grad_norm_head': 0.010786951007819134, 'grad_norm_feat': 0.037653846452447064}
{'round': 59, 'grad_norm_head': 0.010613366351188369, 'grad_norm_feat': 0.03725302583243919}
{'round': 60, 'grad_norm_head': 0.010446772724787983, 'grad_norm_feat': 0.03669603495786365}
{'round': 61, 'grad_norm_head': 0.010283529509381318, 'grad_norm_feat': 0.03629042344777512}
{'round': 62, 'grad_norm_head': 0.010122577072237791, 'grad_norm_feat': 0.03581845436498248}
{'round': 63, 'grad_norm_head': 0.009960112758311029, 'grad_norm_feat': 0.035344387809023034}
{'round': 64, 'grad_norm_head': 0.009806657381186693, 'grad_norm_feat': 0.034953938532136235}
{'round': 65, 'grad_norm_head': 0.00965497718511169, 'grad_norm_feat': 0.03456328446610883}
{'round': 66, 'grad_norm_head': 0.009510994446182976, 'grad_norm_feat': 0.03418320121933683}
{'round': 67, 'grad_norm_head': 0.00936975024924496, 'grad_norm_feat': 0.03378736152538582}
{'round': 68, 'grad_norm_head': 0.00923776286127099, 'grad_norm_feat': 0.03325718239604196}
{'round': 69, 'grad_norm_head': 0.009090602698071083, 'grad_norm_feat': 0.03288138283888583}
{'round': 70, 'grad_norm_head': 0.008953642984913808, 'grad_norm_feat': 0.03256069683502467}
{'round': 71, 'grad_norm_head': 0.008821720970538847, 'grad_norm_feat': 0.03216717198477497}
{'round': 72, 'grad_norm_head': 0.008702435322357706, 'grad_norm_feat': 0.03183195628954469}
{'round': 73, 'grad_norm_head': 0.00858203461676982, 'grad_norm_feat': 0.03150167828651511}
{'round': 74, 'grad_norm_head': 0.008462430564281528, 'grad_norm_feat': 0.03117313701412375}
{'round': 75, 'grad_norm_head': 0.008350903715307122, 'grad_norm_feat': 0.03080841986594581}
{'round': 76, 'grad_norm_head': 0.008241152867446507, 'grad_norm_feat': 0.030522273492595932}
{'round': 77, 'grad_norm_head': 0.00813310400249967, 'grad_norm_feat': 0.030244784986113788}
{'round': 78, 'grad_norm_head': 0.008031512786028606, 'grad_norm_feat': 0.029861078493971318}
{'round': 79, 'grad_norm_head': 0.007928868867735282, 'grad_norm_feat': 0.02958285699361598}
{'round': 80, 'grad_norm_head': 0.007830964443579091, 'grad_norm_feat': 0.02943976084503976}
{'round': 81, 'grad_norm_head': 0.0077347595230995965, 'grad_norm_feat': 0.029187348581664975}
{'round': 82, 'grad_norm_head': 0.007637483232548893, 'grad_norm_feat': 0.028910179236816283}
{'round': 83, 'grad_norm_head': 0.007549346302992483, 'grad_norm_feat': 0.028699699055247295}
{'round': 84, 'grad_norm_head': 0.007461750452866586, 'grad_norm_feat': 0.028489657066605632}
{'round': 85, 'grad_norm_head': 0.007376146087863754, 'grad_norm_feat': 0.028191917297647095}
{'round': 86, 'grad_norm_head': 0.007294570151268939, 'grad_norm_feat': 0.02796453943137349}
{'round': 87, 'grad_norm_head': 0.007216479377206308, 'grad_norm_feat': 0.027617954034632332}
{'round': 88, 'grad_norm_head': 0.00713473001228937, 'grad_norm_feat': 0.027392916326225737}
{'round': 89, 'grad_norm_head': 0.007058597832939661, 'grad_norm_feat': 0.027154404305081453}
{'round': 90, 'grad_norm_head': 0.006980388995087729, 'grad_norm_feat': 0.02694664562823037}
{'round': 91, 'grad_norm_head': 0.006909723117763545, 'grad_norm_feat': 0.026649234132086932}
{'round': 92, 'grad_norm_head': 0.006839774999439897, 'grad_norm_feat': 0.02644738661400462}
{'round': 93, 'grad_norm_head': 0.006767737613791736, 'grad_norm_feat': 0.026434101234656233}
{'round': 94, 'grad_norm_head': 0.006701967832627653, 'grad_norm_feat': 0.026173783726369727}
{'round': 95, 'grad_norm_head': 0.006633741977749597, 'grad_norm_feat': 0.02602436617024282}
{'round': 96, 'grad_norm_head': 0.006570455165859682, 'grad_norm_feat': 0.02585028024947351}
{'round': 97, 'grad_norm_head': 0.006506854878238404, 'grad_norm_feat': 0.025653130823177633}
{'round': 98, 'grad_norm_head': 0.00644266520841942, 'grad_norm_feat': 0.02548122351308445}
{'round': 99, 'grad_norm_head': 0.006379887906677613, 'grad_norm_feat': 0.025294861435816118}
{'round': 100, 'grad_norm_head': 0.006318357629569182, 'grad_norm_feat': 0.025115795627196846}
{'round': 101, 'grad_norm_head': 0.006260684284549675, 'grad_norm_feat': 0.024907634082750117}
{'round': 102, 'grad_norm_head': 0.006203284748580295, 'grad_norm_feat': 0.024728278215173156}
{'round': 103, 'grad_norm_head': 0.006148148264850676, 'grad_norm_feat': 0.024545378242992782}
{'round': 104, 'grad_norm_head': 0.0060903912807455775, 'grad_norm_feat': 0.024377475148926873}
{'round': 105, 'grad_norm_head': 0.006037175078694654, 'grad_norm_feat': 0.024194731030580795}
{'round': 106, 'grad_norm_head': 0.005980506000830242, 'grad_norm_feat': 0.024037599374594362}
{'round': 107, 'grad_norm_head': 0.0059281646874568385, 'grad_norm_feat': 0.023869268565864143}
{'round': 108, 'grad_norm_head': 0.005877118587447994, 'grad_norm_feat': 0.023745103338468333}
{'round': 109, 'grad_norm_head': 0.005824135996481902, 'grad_norm_feat': 0.023576367277300347}
{'round': 110, 'grad_norm_head': 0.00577293810598101, 'grad_norm_feat': 0.023383392115366282}
{'round': 111, 'grad_norm_head': 0.005721948484277725, 'grad_norm_feat': 0.02322099572953201}
{'round': 112, 'grad_norm_head': 0.005672649739709681, 'grad_norm_feat': 0.02302153813369327}
{'round': 113, 'grad_norm_head': 0.005626146341164626, 'grad_norm_feat': 0.02281695550348406}
{'round': 114, 'grad_norm_head': 0.005576244558956538, 'grad_norm_feat': 0.02269610250591614}
{'round': 115, 'grad_norm_head': 0.005525162619588607, 'grad_norm_feat': 0.022495504144782467}
{'round': 116, 'grad_norm_head': 0.005478540578370237, 'grad_norm_feat': 0.02235655824387627}
{'round': 117, 'grad_norm_head': 0.005429290282464283, 'grad_norm_feat': 0.0222841182440506}
{'round': 118, 'grad_norm_head': 0.005384137725605412, 'grad_norm_feat': 0.02213960085649959}
{'round': 119, 'grad_norm_head': 0.005338614535738305, 'grad_norm_feat': 0.021968891593802917}
{'round': 120, 'grad_norm_head': 0.0052925489286970145, 'grad_norm_feat': 0.021896502550063115}
{'round': 121, 'grad_norm_head': 0.00524706833739435, 'grad_norm_feat': 0.02173659245254126}
{'round': 122, 'grad_norm_head': 0.0052015787942616305, 'grad_norm_feat': 0.02157532781967862}
{'round': 123, 'grad_norm_head': 0.0051589007641052185, 'grad_norm_feat': 0.02146055764354467}
{'round': 124, 'grad_norm_head': 0.005115279417849302, 'grad_norm_feat': 0.0213309316961268}
{'round': 125, 'grad_norm_head': 0.005071854796583705, 'grad_norm_feat': 0.02115880243529957}
{'round': 126, 'grad_norm_head': 0.005026302946572562, 'grad_norm_feat': 0.020975859924831305}
{'round': 127, 'grad_norm_head': 0.004986032554969673, 'grad_norm_feat': 0.020799975840877963}
{'round': 128, 'grad_norm_head': 0.004941779020722197, 'grad_norm_feat': 0.020723558373447488}
{'round': 129, 'grad_norm_head': 0.004902669137018275, 'grad_norm_feat': 0.020603940038560222}
{'round': 130, 'grad_norm_head': 0.004861593888784382, 'grad_norm_feat': 0.020472093552168235}
{'round': 131, 'grad_norm_head': 0.004818073026233958, 'grad_norm_feat': 0.020522751064107433}
{'round': 132, 'grad_norm_head': 0.00477672314883024, 'grad_norm_feat': 0.02032524946465754}
{'round': 133, 'grad_norm_head': 0.00473672811684032, 'grad_norm_feat': 0.02025379787348432}
