{'round': 0, 'grad_norm_head': 0.3184159744981764, 'grad_norm_feat': 0.499091283325103}
{'round': 1, 'grad_norm_head': 0.27406359789509854, 'grad_norm_feat': 0.46390538713970364}
{'round': 2, 'grad_norm_head': 0.2646542194122813, 'grad_norm_feat': 0.4923749986810638}
{'round': 3, 'grad_norm_head': 0.20426956508493138, 'grad_norm_feat': 0.42027067717607847}
{'round': 4, 'grad_norm_head': 0.1555495777218005, 'grad_norm_feat': 0.34401387012425483}
{'round': 5, 'grad_norm_head': 0.1227273359971472, 'grad_norm_feat': 0.2876845595973197}
{'round': 6, 'grad_norm_head': 0.10091528612122352, 'grad_norm_feat': 0.24846543498065174}
{'round': 7, 'grad_norm_head': 0.08582749502904814, 'grad_norm_feat': 0.22006565959875785}
{'round': 8, 'grad_norm_head': 0.07456800148037902, 'grad_norm_feat': 0.19852728763824076}
{'round': 9, 'grad_norm_head': 0.06604281223075877, 'grad_norm_feat': 0.1821950392608897}
{'round': 10, 'grad_norm_head': 0.05926874846703159, 'grad_norm_feat': 0.16813209681972413}
{'round': 11, 'grad_norm_head': 0.05386630364555441, 'grad_norm_feat': 0.15680543668722596}
{'round': 12, 'grad_norm_head': 0.04943825937396132, 'grad_norm_feat': 0.14751680937806266}
{'round': 13, 'grad_norm_head': 0.045768259119452946, 'grad_norm_feat': 0.14013819542117265}
{'round': 14, 'grad_norm_head': 0.04270965948093209, 'grad_norm_feat': 0.13365449020847314}
{'round': 15, 'grad_norm_head': 0.04006346038129797, 'grad_norm_feat': 0.12807464522695625}
{'round': 16, 'grad_norm_head': 0.0377648521067421, 'grad_norm_feat': 0.12336470973670426}
{'round': 17, 'grad_norm_head': 0.03577616028827687, 'grad_norm_feat': 0.1193195634895413}
{'round': 18, 'grad_norm_head': 0.03408179919666863, 'grad_norm_feat': 0.11537129708105506}
{'round': 19, 'grad_norm_head': 0.03258746879108097, 'grad_norm_feat': 0.11193646224341214}
{'round': 20, 'grad_norm_head': 0.031236573544542394, 'grad_norm_feat': 0.10897602710217043}
{'round': 21, 'grad_norm_head': 0.030031259053264644, 'grad_norm_feat': 0.10606319177185637}
{'round': 22, 'grad_norm_head': 0.028922375227600827, 'grad_norm_feat': 0.10340518047796562}
{'round': 23, 'grad_norm_head': 0.027892553186874888, 'grad_norm_feat': 0.10110103093876774}
{'round': 24, 'grad_norm_head': 0.02696422079640256, 'grad_norm_feat': 0.09887862432322295}
{'round': 25, 'grad_norm_head': 0.026120379906760777, 'grad_norm_feat': 0.09707775893444924}
{'round': 26, 'grad_norm_head': 0.02532561083527711, 'grad_norm_feat': 0.09521305711052118}
{'round': 27, 'grad_norm_head': 0.02457602594084754, 'grad_norm_feat': 0.0933873305686536}
{'round': 28, 'grad_norm_head': 0.0238807814412171, 'grad_norm_feat': 0.09151912521199607}
{'round': 29, 'grad_norm_head': 0.023221352218414, 'grad_norm_feat': 0.09012664089047476}
{'round': 30, 'grad_norm_head': 0.02260726285632618, 'grad_norm_feat': 0.08869314215493532}
{'round': 31, 'grad_norm_head': 0.022021809775924533, 'grad_norm_feat': 0.08763828690089576}
{'round': 32, 'grad_norm_head': 0.021502006307378214, 'grad_norm_feat': 0.08614115095601854}
{'round': 33, 'grad_norm_head': 0.02100964399079608, 'grad_norm_feat': 0.08515516382288554}
{'round': 34, 'grad_norm_head': 0.020564000184531386, 'grad_norm_feat': 0.08392070010573378}
{'round': 35, 'grad_norm_head': 0.020108640626185295, 'grad_norm_feat': 0.08276109573597934}
{'round': 36, 'grad_norm_head': 0.019682292798512264, 'grad_norm_feat': 0.08212080646541808}
{'round': 37, 'grad_norm_head': 0.019266626259970266, 'grad_norm_feat': 0.08087337697008609}
{'round': 38, 'grad_norm_head': 0.01887999363487919, 'grad_norm_feat': 0.08013130890131279}
{'round': 39, 'grad_norm_head': 0.01853710360570106, 'grad_norm_feat': 0.07916238146610527}
{'round': 40, 'grad_norm_head': 0.01819925930493991, 'grad_norm_feat': 0.07835678351847912}
{'round': 41, 'grad_norm_head': 0.017857146310787272, 'grad_norm_feat': 0.07765385857070368}
{'round': 42, 'grad_norm_head': 0.017568751112396135, 'grad_norm_feat': 0.07682521703313502}
{'round': 43, 'grad_norm_head': 0.017279015283084925, 'grad_norm_feat': 0.07615043778544049}
{'round': 44, 'grad_norm_head': 0.017013880205315378, 'grad_norm_feat': 0.07571718809064665}
{'round': 45, 'grad_norm_head': 0.016763599853898095, 'grad_norm_feat': 0.07499808127463636}
{'round': 46, 'grad_norm_head': 0.01652787780420378, 'grad_norm_feat': 0.0744936710826376}
{'round': 47, 'grad_norm_head': 0.01629438520481063, 'grad_norm_feat': 0.07395605429281113}
{'round': 48, 'grad_norm_head': 0.016073080040815736, 'grad_norm_feat': 0.07348851125987099}
{'round': 49, 'grad_norm_head': 0.01586516232690051, 'grad_norm_feat': 0.07336589933438274}
{'round': 50, 'grad_norm_head': 0.015674175331736435, 'grad_norm_feat': 0.07295678425511933}
{'round': 51, 'grad_norm_head': 0.015485845756579296, 'grad_norm_feat': 0.07285359309660537}
{'round': 52, 'grad_norm_head': 0.015309947217399965, 'grad_norm_feat': 0.07254842937061666}
{'round': 53, 'grad_norm_head': 0.015134955804317205, 'grad_norm_feat': 0.07217693003044622}
{'round': 54, 'grad_norm_head': 0.014957425023814388, 'grad_norm_feat': 0.07198735869661899}
{'round': 55, 'grad_norm_head': 0.014819038050293165, 'grad_norm_feat': 0.07170642444799459}
