{'round': 0, 'grad_norm_head': 2.7549063645534457, 'grad_norm_feat': 4.009166164192219}
{'round': 1, 'grad_norm_head': 3.0126178094896146, 'grad_norm_feat': 4.6394791395666415}
{'round': 2, 'grad_norm_head': 2.145688777267326, 'grad_norm_feat': 3.2383287223313517}
{'round': 3, 'grad_norm_head': 1.5213406867145218, 'grad_norm_feat': 2.3579687690940476}
{'round': 4, 'grad_norm_head': 1.1357861579571236, 'grad_norm_feat': 1.8242841944646968}
{'round': 5, 'grad_norm_head': 0.8332940661065938, 'grad_norm_feat': 1.3527826805101841}
{'round': 6, 'grad_norm_head': 0.6500599276945828, 'grad_norm_feat': 1.0819644254045286}
{'round': 7, 'grad_norm_head': 0.5123107958581482, 'grad_norm_feat': 0.8588895351652457}
{'round': 8, 'grad_norm_head': 0.4151761061221262, 'grad_norm_feat': 0.7105345652312421}
{'round': 9, 'grad_norm_head': 0.3429335661213561, 'grad_norm_feat': 0.6023363631253632}
{'round': 10, 'grad_norm_head': 0.2911667669885199, 'grad_norm_feat': 0.5246238094493871}
{'round': 11, 'grad_norm_head': 0.26689562217898044, 'grad_norm_feat': 0.492218954625907}
{'round': 12, 'grad_norm_head': 0.25561969412977825, 'grad_norm_feat': 0.4844106001725462}
{'round': 13, 'grad_norm_head': 0.25150892164454597, 'grad_norm_feat': 0.4798930811929526}
{'round': 14, 'grad_norm_head': 0.2497261775339698, 'grad_norm_feat': 0.47525570954787744}
{'round': 15, 'grad_norm_head': 0.24308631504698963, 'grad_norm_feat': 0.46690279572225907}
{'round': 16, 'grad_norm_head': 0.24965483146976591, 'grad_norm_feat': 0.4805344406664802}
{'round': 17, 'grad_norm_head': 0.24941942523100144, 'grad_norm_feat': 0.4780504421578656}
{'round': 18, 'grad_norm_head': 0.2671273083618943, 'grad_norm_feat': 0.511553046087503}
{'round': 19, 'grad_norm_head': 0.25048106574075907, 'grad_norm_feat': 0.47784536461138666}
{'round': 20, 'grad_norm_head': 0.23830994305125197, 'grad_norm_feat': 0.45889328532242296}
{'round': 21, 'grad_norm_head': 0.2318956320499243, 'grad_norm_feat': 0.4482296213290794}
{'round': 22, 'grad_norm_head': 0.21416854275583216, 'grad_norm_feat': 0.41489364265914164}
{'round': 23, 'grad_norm_head': 0.2265776932600923, 'grad_norm_feat': 0.43764108657159356}
{'round': 24, 'grad_norm_head': 0.21708365060598334, 'grad_norm_feat': 0.41917614927201036}
{'round': 25, 'grad_norm_head': 0.2170937298798843, 'grad_norm_feat': 0.41932360274846237}
{'round': 26, 'grad_norm_head': 0.19161647324539574, 'grad_norm_feat': 0.371503990222973}
{'round': 27, 'grad_norm_head': 0.18483986326671317, 'grad_norm_feat': 0.35889249755838654}
{'round': 28, 'grad_norm_head': 0.1646547017154138, 'grad_norm_feat': 0.32111573335952154}
{'round': 29, 'grad_norm_head': 0.15605155566998002, 'grad_norm_feat': 0.30473861754340975}
{'round': 30, 'grad_norm_head': 0.1530622198231623, 'grad_norm_feat': 0.29823703647758343}
{'round': 31, 'grad_norm_head': 0.14666570640484425, 'grad_norm_feat': 0.2868701729584917}
{'round': 32, 'grad_norm_head': 0.1398515482698126, 'grad_norm_feat': 0.2743911718285137}
{'round': 33, 'grad_norm_head': 0.1335519250718404, 'grad_norm_feat': 0.2624330293116377}
{'round': 34, 'grad_norm_head': 0.13040152709474495, 'grad_norm_feat': 0.2563799520913844}
{'round': 35, 'grad_norm_head': 0.12628656324771645, 'grad_norm_feat': 0.24886251573002194}
{'round': 36, 'grad_norm_head': 0.12789714232677526, 'grad_norm_feat': 0.25279533665657067}
{'round': 37, 'grad_norm_head': 0.11702798258234187, 'grad_norm_feat': 0.2316706341931869}
{'round': 38, 'grad_norm_head': 0.11454098460200897, 'grad_norm_feat': 0.22680252140693197}
{'round': 39, 'grad_norm_head': 0.11141395646233325, 'grad_norm_feat': 0.22153378417932798}
{'round': 40, 'grad_norm_head': 0.111778450275525, 'grad_norm_feat': 0.2226156778625188}
{'round': 41, 'grad_norm_head': 0.10743229010621283, 'grad_norm_feat': 0.2146971479008657}
{'round': 42, 'grad_norm_head': 0.10696631198774188, 'grad_norm_feat': 0.21394342987447015}
{'round': 43, 'grad_norm_head': 0.1029958267937789, 'grad_norm_feat': 0.2062390672559036}
{'round': 44, 'grad_norm_head': 0.10318194741438073, 'grad_norm_feat': 0.20667208383468522}
{'round': 45, 'grad_norm_head': 0.10103779607378507, 'grad_norm_feat': 0.20215692377455874}
{'round': 46, 'grad_norm_head': 0.09669420885070819, 'grad_norm_feat': 0.19437765741297533}
{'round': 47, 'grad_norm_head': 0.09774507138055344, 'grad_norm_feat': 0.19647440010845046}
{'round': 48, 'grad_norm_head': 0.08905079062719755, 'grad_norm_feat': 0.1798624770395047}
{'round': 49, 'grad_norm_head': 0.08037233841914898, 'grad_norm_feat': 0.16228768137728228}
{'round': 50, 'grad_norm_head': 0.07372855028065178, 'grad_norm_feat': 0.14969946152627917}
{'round': 51, 'grad_norm_head': 0.0700022044723183, 'grad_norm_feat': 0.14264296471190024}
{'round': 52, 'grad_norm_head': 0.06430702266314169, 'grad_norm_feat': 0.1309731074475364}
{'round': 53, 'grad_norm_head': 0.06124799104364985, 'grad_norm_feat': 0.12508814494374013}
{'round': 54, 'grad_norm_head': 0.05626699376415746, 'grad_norm_feat': 0.1150631147300416}
{'round': 55, 'grad_norm_head': 0.05007599532732498, 'grad_norm_feat': 0.10277731632574635}
{'round': 56, 'grad_norm_head': 0.04602086444173307, 'grad_norm_feat': 0.09507805642615934}
{'round': 57, 'grad_norm_head': 0.04358948529003969, 'grad_norm_feat': 0.09056349872253935}
{'round': 58, 'grad_norm_head': 0.038449434122464723, 'grad_norm_feat': 0.0806579966168812}
{'round': 59, 'grad_norm_head': 0.035342533879008445, 'grad_norm_feat': 0.07414740218596595}
{'round': 60, 'grad_norm_head': 0.03396780998322246, 'grad_norm_feat': 0.07206204740805898}
{'round': 61, 'grad_norm_head': 0.0285860553833797, 'grad_norm_feat': 0.06093002100977138}
{'round': 62, 'grad_norm_head': 0.026391467443639873, 'grad_norm_feat': 0.05690124881278151}
{'round': 63, 'grad_norm_head': 0.02379109152997624, 'grad_norm_feat': 0.05166107219979095}
{'round': 64, 'grad_norm_head': 0.021895728223873524, 'grad_norm_feat': 0.04780498822615101}
{'round': 65, 'grad_norm_head': 0.0195347898262272, 'grad_norm_feat': 0.042950078743599844}
{'round': 66, 'grad_norm_head': 0.01818003432260892, 'grad_norm_feat': 0.04005681326715326}
{'round': 67, 'grad_norm_head': 0.0163439203200273, 'grad_norm_feat': 0.03625893589090232}
{'round': 68, 'grad_norm_head': 0.015254802534697387, 'grad_norm_feat': 0.03399784608343746}
{'round': 69, 'grad_norm_head': 0.013900854445587472, 'grad_norm_feat': 0.031204059703514808}
{'round': 70, 'grad_norm_head': 0.01344867806281294, 'grad_norm_feat': 0.030202505528270314}
{'round': 71, 'grad_norm_head': 0.01232704130751451, 'grad_norm_feat': 0.027813373611627168}
{'round': 72, 'grad_norm_head': 0.011477507195842115, 'grad_norm_feat': 0.02591903265928299}
{'round': 73, 'grad_norm_head': 0.010613841778227868, 'grad_norm_feat': 0.024012771225321427}
{'round': 74, 'grad_norm_head': 0.009909366453209277, 'grad_norm_feat': 0.022428082963453028}
{'round': 75, 'grad_norm_head': 0.009342547841373665, 'grad_norm_feat': 0.02116131874595762}
{'round': 76, 'grad_norm_head': 0.009012034067036285, 'grad_norm_feat': 0.02049398399115597}
{'round': 77, 'grad_norm_head': 0.008403999979324735, 'grad_norm_feat': 0.019058823758889922}
{'round': 78, 'grad_norm_head': 0.008027722703346762, 'grad_norm_feat': 0.018141436857812176}
{'round': 79, 'grad_norm_head': 0.007683546227962688, 'grad_norm_feat': 0.01735509183372905}
{'round': 80, 'grad_norm_head': 0.0070943837509776465, 'grad_norm_feat': 0.01580525874812922}
{'round': 81, 'grad_norm_head': 0.006827241269995957, 'grad_norm_feat': 0.015253280493084548}
{'round': 82, 'grad_norm_head': 0.0065522084790356535, 'grad_norm_feat': 0.014561389386768608}
