{'round': 0, 'grad_norm_head': 0.9091504460488581, 'grad_norm_feat': 0.9138138752624306}
{'round': 1, 'grad_norm_head': 0.3995854676312797, 'grad_norm_feat': 0.5535369936576011}
{'round': 2, 'grad_norm_head': 0.14828109125462607, 'grad_norm_feat': 0.23764543970000532}
{'round': 3, 'grad_norm_head': 0.08124981403273712, 'grad_norm_feat': 0.141608437875075}
{'round': 4, 'grad_norm_head': 0.05020159542642206, 'grad_norm_feat': 0.09273166473992661}
{'round': 5, 'grad_norm_head': 0.03285221808296773, 'grad_norm_feat': 0.06334330633291296}
{'round': 6, 'grad_norm_head': 0.023033798531865667, 'grad_norm_feat': 0.04563941291343269}
{'round': 7, 'grad_norm_head': 0.0172675145554577, 'grad_norm_feat': 0.03468615222998408}
{'round': 8, 'grad_norm_head': 0.013646280832685676, 'grad_norm_feat': 0.027534961269117354}
{'round': 9, 'grad_norm_head': 0.011208956092857547, 'grad_norm_feat': 0.022693708923001224}
{'round': 10, 'grad_norm_head': 0.009429865665261432, 'grad_norm_feat': 0.019147013901511314}
{'round': 11, 'grad_norm_head': 0.008119073611351838, 'grad_norm_feat': 0.016455239398542622}
{'round': 12, 'grad_norm_head': 0.0071333351077916595, 'grad_norm_feat': 0.014450568009519622}
{'round': 13, 'grad_norm_head': 0.0063039387300015915, 'grad_norm_feat': 0.012810559093441297}
{'round': 14, 'grad_norm_head': 0.005645427219701342, 'grad_norm_feat': 0.011530513531127738}
{'round': 15, 'grad_norm_head': 0.005086140521772028, 'grad_norm_feat': 0.010425810275373386}
{'round': 16, 'grad_norm_head': 0.004632238002912742, 'grad_norm_feat': 0.009479020292848644}
{'round': 17, 'grad_norm_head': 0.004215879423117252, 'grad_norm_feat': 0.008651807060852165}
{'round': 18, 'grad_norm_head': 0.0038888932818820156, 'grad_norm_feat': 0.007993011428043284}
{'round': 19, 'grad_norm_head': 0.00359278187705538, 'grad_norm_feat': 0.007406403673587573}
{'round': 20, 'grad_norm_head': 0.0033316595096275093, 'grad_norm_feat': 0.0068968530007516545}
{'round': 21, 'grad_norm_head': 0.003094839173290085, 'grad_norm_feat': 0.006412642974846367}
{'round': 22, 'grad_norm_head': 0.0028748184434051363, 'grad_norm_feat': 0.005959911651946282}
{'round': 23, 'grad_norm_head': 0.0026818658492772426, 'grad_norm_feat': 0.005577252115142537}
{'round': 24, 'grad_norm_head': 0.002519239886629729, 'grad_norm_feat': 0.005259376931629261}
{'round': 25, 'grad_norm_head': 0.002349601491922202, 'grad_norm_feat': 0.004914281076539373}
{'round': 26, 'grad_norm_head': 0.0021896964478178285, 'grad_norm_feat': 0.004590704538667309}
{'round': 27, 'grad_norm_head': 0.0020379993975894036, 'grad_norm_feat': 0.0042872170397300615}
{'round': 28, 'grad_norm_head': 0.0019030360610139685, 'grad_norm_feat': 0.004013102012136262}
{'round': 29, 'grad_norm_head': 0.0017878642506565748, 'grad_norm_feat': 0.0037835353546361557}
{'round': 30, 'grad_norm_head': 0.0016833105088966574, 'grad_norm_feat': 0.0035733757629229025}
{'round': 31, 'grad_norm_head': 0.0015817100918523192, 'grad_norm_feat': 0.0033650780274087954}
{'round': 32, 'grad_norm_head': 0.001484792622806186, 'grad_norm_feat': 0.0031629351650110204}
{'round': 33, 'grad_norm_head': 0.0013925801468789556, 'grad_norm_feat': 0.002972527902350524}
{'round': 34, 'grad_norm_head': 0.0013082078097521644, 'grad_norm_feat': 0.002795387633566645}
{'round': 35, 'grad_norm_head': 0.001228493626122, 'grad_norm_feat': 0.002629565258202592}
{'round': 36, 'grad_norm_head': 0.0011578378779803942, 'grad_norm_feat': 0.002481983064738081}
{'round': 37, 'grad_norm_head': 0.0010868771868289002, 'grad_norm_feat': 0.002333527747813972}
{'round': 38, 'grad_norm_head': 0.0010254103645014514, 'grad_norm_feat': 0.002194992278409376}
{'round': 39, 'grad_norm_head': 0.0009678063022176874, 'grad_norm_feat': 0.0020754704861904827}
{'round': 40, 'grad_norm_head': 0.0009147774351634691, 'grad_norm_feat': 0.0019664019370383913}
{'round': 41, 'grad_norm_head': 0.0008662107029835741, 'grad_norm_feat': 0.0018651954530553463}
{'round': 42, 'grad_norm_head': 0.000822181198242395, 'grad_norm_feat': 0.0017741991853314947}
{'round': 43, 'grad_norm_head': 0.000781294413550247, 'grad_norm_feat': 0.0016927845399950302}
{'round': 44, 'grad_norm_head': 0.0007445295508461835, 'grad_norm_feat': 0.0016162804298831995}
{'round': 45, 'grad_norm_head': 0.0007079208546608702, 'grad_norm_feat': 0.0015395998211161892}
{'round': 46, 'grad_norm_head': 0.0006707362694723371, 'grad_norm_feat': 0.001460594849890045}
{'round': 47, 'grad_norm_head': 0.0006351363371955864, 'grad_norm_feat': 0.0013839596515816703}
{'round': 48, 'grad_norm_head': 0.000600800734019411, 'grad_norm_feat': 0.0013095354892918385}
{'round': 49, 'grad_norm_head': 0.0005715179547471716, 'grad_norm_feat': 0.0012484374056111523}
{'round': 50, 'grad_norm_head': 0.0005421336569594384, 'grad_norm_feat': 0.001177860793174255}
{'round': 51, 'grad_norm_head': 0.0005158961499889372, 'grad_norm_feat': 0.001122414384001813}
{'round': 52, 'grad_norm_head': 0.0004896109091611404, 'grad_norm_feat': 0.0010659142202697055}
{'round': 53, 'grad_norm_head': 0.00046361643678021115, 'grad_norm_feat': 0.0010108124104718209}
