{'round': 0, 'grad_norm_head': 2.2458200741447367, 'grad_norm_feat': 2.8633003905368923}
{'round': 1, 'grad_norm_head': 1.4135754260149156, 'grad_norm_feat': 2.9995067713405863}
{'round': 2, 'grad_norm_head': 1.4539393760590105, 'grad_norm_feat': 3.4596690794432687}
{'round': 3, 'grad_norm_head': 1.300214454684907, 'grad_norm_feat': 3.297809562136472}
{'round': 4, 'grad_norm_head': 1.0958624191470232, 'grad_norm_feat': 2.91949716711868}
{'round': 5, 'grad_norm_head': 0.8874519691776607, 'grad_norm_feat': 2.510229150601961}
{'round': 6, 'grad_norm_head': 0.691482055752611, 'grad_norm_feat': 2.1219595388135613}
{'round': 7, 'grad_norm_head': 0.5718569439305178, 'grad_norm_feat': 1.8783563779215993}
{'round': 8, 'grad_norm_head': 0.4707240393707839, 'grad_norm_feat': 1.6500323903821863}
{'round': 9, 'grad_norm_head': 0.40273569430638495, 'grad_norm_feat': 1.5073114772175564}
{'round': 10, 'grad_norm_head': 0.35823229239704124, 'grad_norm_feat': 1.3867411741988398}
{'round': 11, 'grad_norm_head': 0.33611414732319145, 'grad_norm_feat': 1.3156032811370857}
{'round': 12, 'grad_norm_head': 0.32563983236672195, 'grad_norm_feat': 1.2487813747745726}
{'round': 13, 'grad_norm_head': 0.3259677310535712, 'grad_norm_feat': 1.20355172859432}
{'round': 14, 'grad_norm_head': 0.30733309321914465, 'grad_norm_feat': 1.1098664492073216}
{'round': 15, 'grad_norm_head': 0.3016994442414886, 'grad_norm_feat': 1.0551127227489014}
{'round': 16, 'grad_norm_head': 0.3044643101569714, 'grad_norm_feat': 1.029366998528121}
{'round': 17, 'grad_norm_head': 0.29860217460840216, 'grad_norm_feat': 0.9832759579390112}
{'round': 18, 'grad_norm_head': 0.30039308343159715, 'grad_norm_feat': 0.9632890928422273}
{'round': 19, 'grad_norm_head': 0.2890559680057739, 'grad_norm_feat': 0.9153748256603041}
{'round': 20, 'grad_norm_head': 0.29091584758037003, 'grad_norm_feat': 0.9022453721860069}
{'round': 21, 'grad_norm_head': 0.29196413991059694, 'grad_norm_feat': 0.8852573189231437}
{'round': 22, 'grad_norm_head': 0.28244824838471333, 'grad_norm_feat': 0.849394497315999}
{'round': 23, 'grad_norm_head': 0.2828103349923453, 'grad_norm_feat': 0.8390691979668405}
{'round': 24, 'grad_norm_head': 0.2867300479792416, 'grad_norm_feat': 0.8371431428971283}
{'round': 25, 'grad_norm_head': 0.2814873223308458, 'grad_norm_feat': 0.8145304837656773}
{'round': 26, 'grad_norm_head': 0.28691186836947613, 'grad_norm_feat': 0.8227281198487997}
{'round': 27, 'grad_norm_head': 0.2992468278956367, 'grad_norm_feat': 0.8493063537008131}
{'round': 28, 'grad_norm_head': 0.2975528189832332, 'grad_norm_feat': 0.8397005679533951}
{'round': 29, 'grad_norm_head': 0.3046572297121659, 'grad_norm_feat': 0.8543807310019804}
{'round': 30, 'grad_norm_head': 0.30794144768225246, 'grad_norm_feat': 0.8599307875348907}
{'round': 31, 'grad_norm_head': 0.3184419275293705, 'grad_norm_feat': 0.8861909124587735}
{'round': 32, 'grad_norm_head': 0.32334685201574453, 'grad_norm_feat': 0.8931333788820254}
{'round': 33, 'grad_norm_head': 0.32943240443042376, 'grad_norm_feat': 0.9075278807746244}
{'round': 34, 'grad_norm_head': 0.3331096234650489, 'grad_norm_feat': 0.9206661940217724}
{'round': 35, 'grad_norm_head': 0.35454593097097425, 'grad_norm_feat': 0.9707481512854462}
{'round': 36, 'grad_norm_head': 0.3609654442318864, 'grad_norm_feat': 0.9855101747785966}
{'round': 37, 'grad_norm_head': 0.3681555062604499, 'grad_norm_feat': 1.0026316307107812}
{'round': 38, 'grad_norm_head': 0.37206941793870935, 'grad_norm_feat': 1.0097541277108648}
{'round': 39, 'grad_norm_head': 0.37959694019682194, 'grad_norm_feat': 1.0292602273962455}
{'round': 40, 'grad_norm_head': 0.3853408278418287, 'grad_norm_feat': 1.0439819836990716}
{'round': 41, 'grad_norm_head': 0.38585973473893187, 'grad_norm_feat': 1.04612133856585}
{'round': 42, 'grad_norm_head': 0.3964865474091642, 'grad_norm_feat': 1.0737209360246565}
{'round': 43, 'grad_norm_head': 0.402628539570718, 'grad_norm_feat': 1.090884873332155}
{'round': 44, 'grad_norm_head': 0.4073422669050751, 'grad_norm_feat': 1.1027660506988848}
{'round': 45, 'grad_norm_head': 0.4135698264414881, 'grad_norm_feat': 1.118432788486126}
{'round': 46, 'grad_norm_head': 0.41055813242202394, 'grad_norm_feat': 1.1115324546856222}
{'round': 47, 'grad_norm_head': 0.4142461217809686, 'grad_norm_feat': 1.1220833670017647}
{'round': 48, 'grad_norm_head': 0.41756295012432215, 'grad_norm_feat': 1.130589782399415}
{'round': 49, 'grad_norm_head': 0.4160721579166528, 'grad_norm_feat': 1.1254386905591145}
{'round': 50, 'grad_norm_head': 0.41946418449465456, 'grad_norm_feat': 1.1351565633360852}
{'round': 51, 'grad_norm_head': 0.41768744321540224, 'grad_norm_feat': 1.1336978411964584}
{'round': 52, 'grad_norm_head': 0.41442030406395725, 'grad_norm_feat': 1.1235935578777216}
