{'round': 0, 'grad_norm_head': 0.2938472779298248, 'grad_norm_feat': 0.43426120180460726}
{'round': 1, 'grad_norm_head': 0.3740215388661742, 'grad_norm_feat': 0.5164950194056582}
{'round': 2, 'grad_norm_head': 0.35639111834624637, 'grad_norm_feat': 0.4824223742583433}
{'round': 3, 'grad_norm_head': 0.26062582564777614, 'grad_norm_feat': 0.36047435447032167}
{'round': 4, 'grad_norm_head': 0.1827863042432368, 'grad_norm_feat': 0.2585160486745883}
{'round': 5, 'grad_norm_head': 0.13927655679950368, 'grad_norm_feat': 0.20228885899386048}
{'round': 6, 'grad_norm_head': 0.11554204328980704, 'grad_norm_feat': 0.17246851255441972}
{'round': 7, 'grad_norm_head': 0.1019447829827146, 'grad_norm_feat': 0.15620548167586612}
{'round': 8, 'grad_norm_head': 0.09281013863209905, 'grad_norm_feat': 0.14621985471337817}
{'round': 9, 'grad_norm_head': 0.08551283783530576, 'grad_norm_feat': 0.13876010625391982}
{'round': 10, 'grad_norm_head': 0.07901597039517552, 'grad_norm_feat': 0.13231241725014176}
{'round': 11, 'grad_norm_head': 0.07309379790785121, 'grad_norm_feat': 0.12569963708418577}
{'round': 12, 'grad_norm_head': 0.06737364470167062, 'grad_norm_feat': 0.11964128723847126}
{'round': 13, 'grad_norm_head': 0.06141610651752409, 'grad_norm_feat': 0.11197902874127665}
{'round': 14, 'grad_norm_head': 0.055596406272369774, 'grad_norm_feat': 0.10406401298630828}
{'round': 15, 'grad_norm_head': 0.05077622875317841, 'grad_norm_feat': 0.09747034011335647}
{'round': 16, 'grad_norm_head': 0.04609776672852425, 'grad_norm_feat': 0.09043199945582447}
{'round': 17, 'grad_norm_head': 0.04177101899238183, 'grad_norm_feat': 0.08370748479547623}
{'round': 18, 'grad_norm_head': 0.0379557514424856, 'grad_norm_feat': 0.0774574011914539}
{'round': 19, 'grad_norm_head': 0.03461496019449904, 'grad_norm_feat': 0.07174503648571567}
{'round': 20, 'grad_norm_head': 0.0315813698612897, 'grad_norm_feat': 0.06654361416722938}
{'round': 21, 'grad_norm_head': 0.028787833673765893, 'grad_norm_feat': 0.06155270528249025}
{'round': 22, 'grad_norm_head': 0.026440243392624428, 'grad_norm_feat': 0.05743311956386841}
{'round': 23, 'grad_norm_head': 0.024394483577032354, 'grad_norm_feat': 0.053713214796207685}
{'round': 24, 'grad_norm_head': 0.022584932371204628, 'grad_norm_feat': 0.050270567623288805}
{'round': 25, 'grad_norm_head': 0.020944107558923158, 'grad_norm_feat': 0.047170021579000986}
{'round': 26, 'grad_norm_head': 0.019631040459709686, 'grad_norm_feat': 0.044641064430061245}
{'round': 27, 'grad_norm_head': 0.018316476590871024, 'grad_norm_feat': 0.04209489778717518}
{'round': 28, 'grad_norm_head': 0.017084195569065413, 'grad_norm_feat': 0.03963278408136375}
{'round': 29, 'grad_norm_head': 0.016125223437289365, 'grad_norm_feat': 0.037569446903185894}
{'round': 30, 'grad_norm_head': 0.015256506664323728, 'grad_norm_feat': 0.03587010821185434}
{'round': 31, 'grad_norm_head': 0.014528083147257244, 'grad_norm_feat': 0.03443474239376108}
{'round': 32, 'grad_norm_head': 0.01381683677000064, 'grad_norm_feat': 0.0330374645629014}
{'round': 33, 'grad_norm_head': 0.013214321556689003, 'grad_norm_feat': 0.03182024832506929}
{'round': 34, 'grad_norm_head': 0.012622095808938718, 'grad_norm_feat': 0.03060345013037732}
{'round': 35, 'grad_norm_head': 0.0121181346718243, 'grad_norm_feat': 0.029551216450567665}
{'round': 36, 'grad_norm_head': 0.011668276643164542, 'grad_norm_feat': 0.02862993318349913}
{'round': 37, 'grad_norm_head': 0.011221209294498057, 'grad_norm_feat': 0.027700258901704414}
{'round': 38, 'grad_norm_head': 0.010729989906315114, 'grad_norm_feat': 0.026651631611032355}
{'round': 39, 'grad_norm_head': 0.01039449395010857, 'grad_norm_feat': 0.025968600355690184}
{'round': 40, 'grad_norm_head': 0.010019670281414575, 'grad_norm_feat': 0.025208561257948334}
{'round': 41, 'grad_norm_head': 0.009658212905436427, 'grad_norm_feat': 0.02442165510382831}
{'round': 42, 'grad_norm_head': 0.009487472904459296, 'grad_norm_feat': 0.024118860270721305}
{'round': 43, 'grad_norm_head': 0.009272391230853588, 'grad_norm_feat': 0.023705516325201615}
{'round': 44, 'grad_norm_head': 0.008992325368635687, 'grad_norm_feat': 0.023071606128913486}
{'round': 45, 'grad_norm_head': 0.008772955784465618, 'grad_norm_feat': 0.022631784365748534}
{'round': 46, 'grad_norm_head': 0.008591558081697296, 'grad_norm_feat': 0.022282786379148763}
{'round': 47, 'grad_norm_head': 0.008447039140886651, 'grad_norm_feat': 0.022005333344935422}
{'round': 48, 'grad_norm_head': 0.008328066239211302, 'grad_norm_feat': 0.021799340513610946}
{'round': 49, 'grad_norm_head': 0.008132742072457576, 'grad_norm_feat': 0.021395687901848037}
{'round': 50, 'grad_norm_head': 0.008023432701674252, 'grad_norm_feat': 0.02122448589753771}
{'round': 51, 'grad_norm_head': 0.007856504734103853, 'grad_norm_feat': 0.020890597547233224}
{'round': 52, 'grad_norm_head': 0.0077095678817335365, 'grad_norm_feat': 0.020609385926459275}
{'round': 53, 'grad_norm_head': 0.007580059769598116, 'grad_norm_feat': 0.020380785363599208}
