{'round': 0, 'grad_norm_head': 4.96013387965322, 'grad_norm_feat': 4.870188148036696}
{'round': 1, 'grad_norm_head': 3.1717590156389512, 'grad_norm_feat': 4.836356332681662}
{'round': 2, 'grad_norm_head': 2.397767255922528, 'grad_norm_feat': 4.47301802175571}
{'round': 3, 'grad_norm_head': 2.173876215245721, 'grad_norm_feat': 4.506641678483286}
{'round': 4, 'grad_norm_head': 2.0808731464990466, 'grad_norm_feat': 4.5812190855207335}
{'round': 5, 'grad_norm_head': 2.0510297731357516, 'grad_norm_feat': 4.698695142325182}
{'round': 6, 'grad_norm_head': 1.9925334152556455, 'grad_norm_feat': 4.672762384979247}
{'round': 7, 'grad_norm_head': 1.8499680054947683, 'grad_norm_feat': 4.4542235628505855}
{'round': 8, 'grad_norm_head': 1.6885772084673467, 'grad_norm_feat': 4.146642880696763}
{'round': 9, 'grad_norm_head': 1.5749030644008302, 'grad_norm_feat': 3.917101303119415}
{'round': 10, 'grad_norm_head': 1.447594636864718, 'grad_norm_feat': 3.6480092036430816}
{'round': 11, 'grad_norm_head': 1.3035620462827022, 'grad_norm_feat': 3.3251431239973117}
{'round': 12, 'grad_norm_head': 1.1608094659806423, 'grad_norm_feat': 2.980165079870167}
{'round': 13, 'grad_norm_head': 1.0258366081952857, 'grad_norm_feat': 2.6530951060294137}
{'round': 14, 'grad_norm_head': 0.926349916658985, 'grad_norm_feat': 2.424422408192643}
{'round': 15, 'grad_norm_head': 0.8198191753816767, 'grad_norm_feat': 2.1659523356414225}
{'round': 16, 'grad_norm_head': 0.727128772105368, 'grad_norm_feat': 1.9222159392673828}
{'round': 17, 'grad_norm_head': 0.6436281474507707, 'grad_norm_feat': 1.7066415155351367}
{'round': 18, 'grad_norm_head': 0.5562984808733232, 'grad_norm_feat': 1.4721222218716503}
{'round': 19, 'grad_norm_head': 0.4837461882187821, 'grad_norm_feat': 1.2903694688920557}
{'round': 20, 'grad_norm_head': 0.4253537808165611, 'grad_norm_feat': 1.1305360134592253}
{'round': 21, 'grad_norm_head': 0.3655039025026205, 'grad_norm_feat': 0.9740065761698814}
{'round': 22, 'grad_norm_head': 0.32693478728605635, 'grad_norm_feat': 0.8735835017702167}
{'round': 23, 'grad_norm_head': 0.2876498301144479, 'grad_norm_feat': 0.772159638051185}
{'round': 24, 'grad_norm_head': 0.2558248420856318, 'grad_norm_feat': 0.693099939726818}
{'round': 25, 'grad_norm_head': 0.22366778493171907, 'grad_norm_feat': 0.6111173948732695}
{'round': 26, 'grad_norm_head': 0.19790843354044804, 'grad_norm_feat': 0.5408325206260707}
{'round': 27, 'grad_norm_head': 0.17617720382867944, 'grad_norm_feat': 0.4807511392074755}
{'round': 28, 'grad_norm_head': 0.15185008672534867, 'grad_norm_feat': 0.41577447627600095}
{'round': 29, 'grad_norm_head': 0.13617615974410988, 'grad_norm_feat': 0.37477412137307453}
{'round': 30, 'grad_norm_head': 0.1225690337856049, 'grad_norm_feat': 0.3365605488221512}
{'round': 31, 'grad_norm_head': 0.10981025080497296, 'grad_norm_feat': 0.30236824230857295}
{'round': 32, 'grad_norm_head': 0.09966690597409435, 'grad_norm_feat': 0.2748357330269217}
{'round': 33, 'grad_norm_head': 0.08831758489295984, 'grad_norm_feat': 0.24487071062247207}
{'round': 34, 'grad_norm_head': 0.07819975232661312, 'grad_norm_feat': 0.21761902195479088}
{'round': 35, 'grad_norm_head': 0.07162380969504892, 'grad_norm_feat': 0.20042990948679573}
{'round': 36, 'grad_norm_head': 0.0654474945015531, 'grad_norm_feat': 0.1835196090794291}
{'round': 37, 'grad_norm_head': 0.05987230789480087, 'grad_norm_feat': 0.16820240757523228}
{'round': 38, 'grad_norm_head': 0.05557834774484387, 'grad_norm_feat': 0.15686459153754317}
{'round': 39, 'grad_norm_head': 0.049557573390022674, 'grad_norm_feat': 0.1402805816875781}
{'round': 40, 'grad_norm_head': 0.045264666684377536, 'grad_norm_feat': 0.1281342359930236}
{'round': 41, 'grad_norm_head': 0.04219064249800774, 'grad_norm_feat': 0.12043174045609228}
{'round': 42, 'grad_norm_head': 0.03986058977863996, 'grad_norm_feat': 0.11330283043385443}
{'round': 43, 'grad_norm_head': 0.03874405194727036, 'grad_norm_feat': 0.11025568503834887}
{'round': 44, 'grad_norm_head': 0.03603737551166828, 'grad_norm_feat': 0.1025375410882583}
{'round': 45, 'grad_norm_head': 0.03316856848984449, 'grad_norm_feat': 0.09482977585110323}
{'round': 46, 'grad_norm_head': 0.030936805213630524, 'grad_norm_feat': 0.08902925207278722}
{'round': 47, 'grad_norm_head': 0.028132271226937473, 'grad_norm_feat': 0.08110929225394116}
{'round': 48, 'grad_norm_head': 0.026496109206282738, 'grad_norm_feat': 0.07682529689158978}
{'round': 49, 'grad_norm_head': 0.024656886491370128, 'grad_norm_feat': 0.0714674543879307}
{'round': 50, 'grad_norm_head': 0.02284363006651288, 'grad_norm_feat': 0.06650173426258586}
{'round': 51, 'grad_norm_head': 0.021321835168956527, 'grad_norm_feat': 0.06190581496252552}
{'round': 52, 'grad_norm_head': 0.020606879245806117, 'grad_norm_feat': 0.059972830300990036}
