{'round': 0, 'grad_norm_head': 3.4904288997385047, 'grad_norm_feat': 3.4243968629874866}
{'round': 1, 'grad_norm_head': 3.993666528413906, 'grad_norm_feat': 5.719506953348245}
{'round': 2, 'grad_norm_head': 3.2769075331898345, 'grad_norm_feat': 5.525419571089438}
{'round': 3, 'grad_norm_head': 2.6009500626116377, 'grad_norm_feat': 4.810419247814483}
{'round': 4, 'grad_norm_head': 2.129268382799014, 'grad_norm_feat': 4.175689307662549}
{'round': 5, 'grad_norm_head': 1.7377740877243915, 'grad_norm_feat': 3.5282737594037656}
{'round': 6, 'grad_norm_head': 1.3999290905949067, 'grad_norm_feat': 2.934657905948413}
{'round': 7, 'grad_norm_head': 1.106018727651247, 'grad_norm_feat': 2.36858272413172}
{'round': 8, 'grad_norm_head': 0.8719251728093632, 'grad_norm_feat': 1.885253041632594}
{'round': 9, 'grad_norm_head': 0.694602442941843, 'grad_norm_feat': 1.5144448799095054}
{'round': 10, 'grad_norm_head': 0.5576856066174948, 'grad_norm_feat': 1.224126875576517}
{'round': 11, 'grad_norm_head': 0.4480819201345857, 'grad_norm_feat': 0.987329252316958}
{'round': 12, 'grad_norm_head': 0.36718605481106387, 'grad_norm_feat': 0.813576449489356}
{'round': 13, 'grad_norm_head': 0.30762015886017674, 'grad_norm_feat': 0.6835261018985526}
{'round': 14, 'grad_norm_head': 0.25946378152805705, 'grad_norm_feat': 0.5764002200010697}
{'round': 15, 'grad_norm_head': 0.22251568026514196, 'grad_norm_feat': 0.49348329733057095}
{'round': 16, 'grad_norm_head': 0.19234304574434757, 'grad_norm_feat': 0.4253783130862789}
{'round': 17, 'grad_norm_head': 0.1673141628376446, 'grad_norm_feat': 0.3710393436046031}
{'round': 18, 'grad_norm_head': 0.1466636851230991, 'grad_norm_feat': 0.3237592769048612}
{'round': 19, 'grad_norm_head': 0.12962377253962515, 'grad_norm_feat': 0.28581908951263274}
{'round': 20, 'grad_norm_head': 0.11518798001908555, 'grad_norm_feat': 0.2531793675182995}
{'round': 21, 'grad_norm_head': 0.10347580455244952, 'grad_norm_feat': 0.22651726369148725}
{'round': 22, 'grad_norm_head': 0.09358584801321101, 'grad_norm_feat': 0.203965192612621}
{'round': 23, 'grad_norm_head': 0.0845952078130413, 'grad_norm_feat': 0.18365678648570913}
{'round': 24, 'grad_norm_head': 0.07729602909549992, 'grad_norm_feat': 0.16688489547684335}
{'round': 25, 'grad_norm_head': 0.07103906025826971, 'grad_norm_feat': 0.15241759248328982}
{'round': 26, 'grad_norm_head': 0.06569136684308818, 'grad_norm_feat': 0.13980794137132194}
{'round': 27, 'grad_norm_head': 0.06072087997762746, 'grad_norm_feat': 0.12869447915057877}
{'round': 28, 'grad_norm_head': 0.05668634244498594, 'grad_norm_feat': 0.11896084378489928}
{'round': 29, 'grad_norm_head': 0.05313467313275151, 'grad_norm_feat': 0.11097684569692354}
{'round': 30, 'grad_norm_head': 0.05001929572812889, 'grad_norm_feat': 0.10308549713074296}
{'round': 31, 'grad_norm_head': 0.047427661636938276, 'grad_norm_feat': 0.09731549020920427}
{'round': 32, 'grad_norm_head': 0.045217878958838394, 'grad_norm_feat': 0.09187525859730057}
{'round': 33, 'grad_norm_head': 0.04341584986927217, 'grad_norm_feat': 0.08757447316417233}
{'round': 34, 'grad_norm_head': 0.04178843983925174, 'grad_norm_feat': 0.08369802352523543}
{'round': 35, 'grad_norm_head': 0.040327823231992375, 'grad_norm_feat': 0.08028792022744179}
{'round': 36, 'grad_norm_head': 0.03925170013924542, 'grad_norm_feat': 0.07766496340059785}
{'round': 37, 'grad_norm_head': 0.03828040844179166, 'grad_norm_feat': 0.0755232658399121}
{'round': 38, 'grad_norm_head': 0.03731363369917152, 'grad_norm_feat': 0.07336822157394335}
{'round': 39, 'grad_norm_head': 0.036576893291665816, 'grad_norm_feat': 0.0717281657670201}
{'round': 40, 'grad_norm_head': 0.03588527962321112, 'grad_norm_feat': 0.07019520274421703}
{'round': 41, 'grad_norm_head': 0.03541578211650893, 'grad_norm_feat': 0.06913555820093244}
{'round': 42, 'grad_norm_head': 0.03498756212928368, 'grad_norm_feat': 0.0683466573263772}
{'round': 43, 'grad_norm_head': 0.03450868538794848, 'grad_norm_feat': 0.06749619266225555}
{'round': 44, 'grad_norm_head': 0.03390673365081581, 'grad_norm_feat': 0.06635791462677859}
{'round': 45, 'grad_norm_head': 0.03345620620189248, 'grad_norm_feat': 0.06557118559887433}
{'round': 46, 'grad_norm_head': 0.03291116982439453, 'grad_norm_feat': 0.06452022297012054}
{'round': 47, 'grad_norm_head': 0.03247400492325015, 'grad_norm_feat': 0.06376770265671301}
{'round': 48, 'grad_norm_head': 0.03209216608224369, 'grad_norm_feat': 0.06305279733499419}
{'round': 49, 'grad_norm_head': 0.0316578433469235, 'grad_norm_feat': 0.06234229543530771}
{'round': 50, 'grad_norm_head': 0.031295192959035385, 'grad_norm_feat': 0.06165366839485856}
{'round': 51, 'grad_norm_head': 0.031058693744789676, 'grad_norm_feat': 0.061340840220406645}
{'round': 52, 'grad_norm_head': 0.030686086129882266, 'grad_norm_feat': 0.060929731935180656}
{'round': 53, 'grad_norm_head': 0.030447780044554878, 'grad_norm_feat': 0.06057417540620288}
