{'round': 0, 'grad_norm_head': 2.279932200519913, 'grad_norm_feat': 4.096300307699847}
{'round': 1, 'grad_norm_head': 1.1100004165714998, 'grad_norm_feat': 2.647106286306659}
{'round': 2, 'grad_norm_head': 0.8667789691808262, 'grad_norm_feat': 2.3102171907050084}
{'round': 3, 'grad_norm_head': 0.8505319635013616, 'grad_norm_feat': 2.4919150868357436}
{'round': 4, 'grad_norm_head': 0.879280995544871, 'grad_norm_feat': 2.702954635638454}
{'round': 5, 'grad_norm_head': 0.8798213834240984, 'grad_norm_feat': 2.8031101394754603}
{'round': 6, 'grad_norm_head': 0.8788651864410973, 'grad_norm_feat': 2.857205410162398}
{'round': 7, 'grad_norm_head': 0.8758319471125439, 'grad_norm_feat': 2.8653278139299707}
{'round': 8, 'grad_norm_head': 0.8637952217851158, 'grad_norm_feat': 2.8823472799657504}
{'round': 9, 'grad_norm_head': 0.8886459801084834, 'grad_norm_feat': 2.9943696063914644}
{'round': 10, 'grad_norm_head': 0.8910576336970539, 'grad_norm_feat': 3.029707696319054}
{'round': 11, 'grad_norm_head': 0.9020355031779549, 'grad_norm_feat': 3.0615098011390858}
{'round': 12, 'grad_norm_head': 0.8987997042173744, 'grad_norm_feat': 3.0595212477549247}
{'round': 13, 'grad_norm_head': 0.8683164526739942, 'grad_norm_feat': 3.0175438579412055}
{'round': 14, 'grad_norm_head': 0.8680845937424336, 'grad_norm_feat': 3.0770512071625644}
{'round': 15, 'grad_norm_head': 0.8656575478099134, 'grad_norm_feat': 3.055641667390086}
{'round': 16, 'grad_norm_head': 0.8631283490103464, 'grad_norm_feat': 3.101450848763171}
{'round': 17, 'grad_norm_head': 0.862738352212791, 'grad_norm_feat': 3.066881276463314}
{'round': 18, 'grad_norm_head': 0.8597341500941594, 'grad_norm_feat': 3.1009639299020404}
{'round': 19, 'grad_norm_head': 0.8623399166913359, 'grad_norm_feat': 3.0987751665694065}
{'round': 20, 'grad_norm_head': 0.8569498850482123, 'grad_norm_feat': 3.095356241957998}
{'round': 21, 'grad_norm_head': 0.8544406475974097, 'grad_norm_feat': 3.0755472733315856}
{'round': 22, 'grad_norm_head': 0.843731618966971, 'grad_norm_feat': 3.0565706776762034}
{'round': 23, 'grad_norm_head': 0.8379612791513612, 'grad_norm_feat': 3.0559369270348946}
{'round': 24, 'grad_norm_head': 0.8271535877436005, 'grad_norm_feat': 3.027080416202658}
{'round': 25, 'grad_norm_head': 0.8313938478413828, 'grad_norm_feat': 3.0414698097541355}
{'round': 26, 'grad_norm_head': 0.8161702034787083, 'grad_norm_feat': 2.995139455833006}
{'round': 27, 'grad_norm_head': 0.8133871564406866, 'grad_norm_feat': 2.991390927133865}
{'round': 28, 'grad_norm_head': 0.8025138738115418, 'grad_norm_feat': 2.9772362609085334}
{'round': 29, 'grad_norm_head': 0.7894062406757834, 'grad_norm_feat': 2.93549210417615}
{'round': 30, 'grad_norm_head': 0.7927997465907829, 'grad_norm_feat': 2.954299379949287}
{'round': 31, 'grad_norm_head': 0.7967926556796903, 'grad_norm_feat': 2.9774417306057934}
{'round': 32, 'grad_norm_head': 0.7914955979372292, 'grad_norm_feat': 2.969242180058144}
{'round': 33, 'grad_norm_head': 0.7913429083780266, 'grad_norm_feat': 2.995698553808891}
{'round': 34, 'grad_norm_head': 0.784051137015161, 'grad_norm_feat': 2.94700635586659}
{'round': 35, 'grad_norm_head': 0.7781996290945723, 'grad_norm_feat': 2.9441178944131368}
{'round': 36, 'grad_norm_head': 0.7694451177399082, 'grad_norm_feat': 2.9131896932696}
{'round': 37, 'grad_norm_head': 0.7797191774960959, 'grad_norm_feat': 2.9540041528215966}
{'round': 38, 'grad_norm_head': 0.7695916283516431, 'grad_norm_feat': 2.925624695853839}
{'round': 39, 'grad_norm_head': 0.7699599720086876, 'grad_norm_feat': 2.950723743911881}
{'round': 40, 'grad_norm_head': 0.7569750083850728, 'grad_norm_feat': 2.903127416268191}
{'round': 41, 'grad_norm_head': 0.7574211377345003, 'grad_norm_feat': 2.9226691091191617}
{'round': 42, 'grad_norm_head': 0.75521512161763, 'grad_norm_feat': 2.9375790100291432}
{'round': 43, 'grad_norm_head': 0.7405475663584571, 'grad_norm_feat': 2.893062685476614}
{'round': 44, 'grad_norm_head': 0.7425121422639477, 'grad_norm_feat': 2.8982163123513325}
{'round': 45, 'grad_norm_head': 0.7465653721577683, 'grad_norm_feat': 2.918879459073782}
{'round': 46, 'grad_norm_head': 0.7281120781895618, 'grad_norm_feat': 2.842977562219667}
{'round': 47, 'grad_norm_head': 0.7235965935076998, 'grad_norm_feat': 2.8294345367435576}
{'round': 48, 'grad_norm_head': 0.7120938833360853, 'grad_norm_feat': 2.7878433636098494}
{'round': 49, 'grad_norm_head': 0.7083542268920129, 'grad_norm_feat': 2.7819119592112536}
{'round': 50, 'grad_norm_head': 0.7013599380383694, 'grad_norm_feat': 2.759784722190657}
{'round': 51, 'grad_norm_head': 0.6971006237444151, 'grad_norm_feat': 2.761237438567586}
{'round': 52, 'grad_norm_head': 0.6799424151465745, 'grad_norm_feat': 2.699750169637262}
