{'round': 0, 'grad_norm_head': 1.1699974606909327, 'grad_norm_feat': 1.2452243135959735}
{'round': 1, 'grad_norm_head': 1.0189344054328364, 'grad_norm_feat': 1.5015711538341332}
{'round': 2, 'grad_norm_head': 0.6729086347824597, 'grad_norm_feat': 1.1437264591031566}
{'round': 3, 'grad_norm_head': 0.44842589612072487, 'grad_norm_feat': 0.8179062003346408}
{'round': 4, 'grad_norm_head': 0.3310867180758118, 'grad_norm_feat': 0.6313811640903761}
{'round': 5, 'grad_norm_head': 0.252226124003865, 'grad_norm_feat': 0.48889667343518334}
{'round': 6, 'grad_norm_head': 0.19673684225217108, 'grad_norm_feat': 0.3922129263355404}
{'round': 7, 'grad_norm_head': 0.15190228298440991, 'grad_norm_feat': 0.30900181087936235}
{'round': 8, 'grad_norm_head': 0.11930511350560767, 'grad_norm_feat': 0.2462659905354376}
{'round': 9, 'grad_norm_head': 0.09427619702637494, 'grad_norm_feat': 0.19758791454610386}
{'round': 10, 'grad_norm_head': 0.07426541130738722, 'grad_norm_feat': 0.15753942632759266}
{'round': 11, 'grad_norm_head': 0.06062567370705477, 'grad_norm_feat': 0.12931939051195998}
{'round': 12, 'grad_norm_head': 0.05101337143445805, 'grad_norm_feat': 0.11010438990591856}
{'round': 13, 'grad_norm_head': 0.0429358534742518, 'grad_norm_feat': 0.09361909005012291}
{'round': 14, 'grad_norm_head': 0.036244272661779924, 'grad_norm_feat': 0.07960331579701482}
{'round': 15, 'grad_norm_head': 0.031352636833471566, 'grad_norm_feat': 0.06930445773692256}
{'round': 16, 'grad_norm_head': 0.02698954791118902, 'grad_norm_feat': 0.06014090403594755}
{'round': 17, 'grad_norm_head': 0.023410834900622984, 'grad_norm_feat': 0.05252311481008051}
{'round': 18, 'grad_norm_head': 0.020411970790601423, 'grad_norm_feat': 0.046097258255047825}
{'round': 19, 'grad_norm_head': 0.01806326284500892, 'grad_norm_feat': 0.04106382201137842}
{'round': 20, 'grad_norm_head': 0.016035550352549385, 'grad_norm_feat': 0.03668968119324847}
{'round': 21, 'grad_norm_head': 0.01423381780179601, 'grad_norm_feat': 0.03271941472454477}
{'round': 22, 'grad_norm_head': 0.01277067121224672, 'grad_norm_feat': 0.029383689595743633}
{'round': 23, 'grad_norm_head': 0.011548091634857694, 'grad_norm_feat': 0.026497473454554915}
{'round': 24, 'grad_norm_head': 0.010543688244717657, 'grad_norm_feat': 0.024285421440231113}
{'round': 25, 'grad_norm_head': 0.009551117613692135, 'grad_norm_feat': 0.022135924450576643}
{'round': 26, 'grad_norm_head': 0.008615051717914391, 'grad_norm_feat': 0.02003159541048256}
{'round': 27, 'grad_norm_head': 0.007937557445757528, 'grad_norm_feat': 0.018565221510180967}
{'round': 28, 'grad_norm_head': 0.007297224913725539, 'grad_norm_feat': 0.017175227866213057}
{'round': 29, 'grad_norm_head': 0.006668962436799751, 'grad_norm_feat': 0.01578593476438301}
{'round': 30, 'grad_norm_head': 0.006087456532144289, 'grad_norm_feat': 0.014479195234182616}
{'round': 31, 'grad_norm_head': 0.005526899465172734, 'grad_norm_feat': 0.013199878976382754}
{'round': 32, 'grad_norm_head': 0.005037357449492063, 'grad_norm_feat': 0.012094079317131355}
{'round': 33, 'grad_norm_head': 0.004539325955034923, 'grad_norm_feat': 0.010932515001754545}
{'round': 34, 'grad_norm_head': 0.004166868731492304, 'grad_norm_feat': 0.009963693780687205}
{'round': 35, 'grad_norm_head': 0.0038041422502690554, 'grad_norm_feat': 0.009132750464527434}
{'round': 36, 'grad_norm_head': 0.003504329629296187, 'grad_norm_feat': 0.008432675368799141}
{'round': 37, 'grad_norm_head': 0.0032137422678786085, 'grad_norm_feat': 0.007757566676871821}
{'round': 38, 'grad_norm_head': 0.0029492266270250145, 'grad_norm_feat': 0.007142503112927181}
{'round': 39, 'grad_norm_head': 0.0027080850979836536, 'grad_norm_feat': 0.006577959110142984}
{'round': 40, 'grad_norm_head': 0.0024918697092218586, 'grad_norm_feat': 0.0060647772248468386}
{'round': 41, 'grad_norm_head': 0.0022722497643634957, 'grad_norm_feat': 0.00554103153839137}
{'round': 42, 'grad_norm_head': 0.002095540903391773, 'grad_norm_feat': 0.005121050321684864}
{'round': 43, 'grad_norm_head': 0.0019346722628197338, 'grad_norm_feat': 0.004741065735590897}
{'round': 44, 'grad_norm_head': 0.00178449830740991, 'grad_norm_feat': 0.004370849197501031}
{'round': 45, 'grad_norm_head': 0.0016687793756208367, 'grad_norm_feat': 0.004079885393764764}
{'round': 46, 'grad_norm_head': 0.0015500787603825081, 'grad_norm_feat': 0.003831901668570008}
{'round': 47, 'grad_norm_head': 0.0014383051596864947, 'grad_norm_feat': 0.003570294392394565}
{'round': 48, 'grad_norm_head': 0.0013426190664421593, 'grad_norm_feat': 0.0033389478828322883}
{'round': 49, 'grad_norm_head': 0.0012516809078808192, 'grad_norm_feat': 0.003114353250280119}
{'round': 50, 'grad_norm_head': 0.0011722565172690566, 'grad_norm_feat': 0.0029187801559098603}
{'round': 51, 'grad_norm_head': 0.0011048001704708767, 'grad_norm_feat': 0.0027552629641396614}
{'round': 52, 'grad_norm_head': 0.0010393113809817542, 'grad_norm_feat': 0.002595289764513898}
{'round': 53, 'grad_norm_head': 0.000980411515059823, 'grad_norm_feat': 0.0024490931796154348}
